txn_id,atm_id,txn_time,amount,from_acc,to_acc,is_fraud
5dc9bc80,ATM_0092,2024-02-20 05:10:00,500,A36931,A93263,False
946a2f5f,ATM_0145,2024-01-31 10:12:00,2000,A25426,A15328,False
2e5a3f45,ATM_0174,2024-02-22 09:10:00,500,A93141,A37283,False
80527a6a,ATM_0041,2024-02-18 00:17:00,2000,A50008,A52117,False
5e6954b9,ATM_0161,2024-01-28 12:20:00,2000,A20966,A88528,False
6b6822f2,ATM_0081,2024-02-02 06:04:00,5000,A90862,A86576,False
459b2a1e,ATM_0046,2024-01-07 21:42:00,2000,A97957,A36837,False
7540e330,ATM_0045,2024-01-24 22:09:00,500,A66522,A41358,False
66742224,ATM_0081,2024-01-05 08:04:00,500,A94818,A22729,False
2957227c,ATM_0161,2024-02-28 02:56:00,500,A12583,A74769,False
9df12376,ATM_0058,2024-02-13 23:08:00,1000,A90851,A97937,False
cbeaa41d,ATM_0004,2024-01-10 14:21:00,5000,A14944,A33582,False
fdff4881,ATM_0109,2024-02-17 10:30:00,500,A57445,A60045,False
d6c0f1fe,ATM_0165,2024-01-01 00:11:00,1000,A60018,A33789,False
72f889db,ATM_0116,2024-01-14 08:04:00,2000,A72947,A17009,False
58ad2e7d,ATM_0185,2024-02-29 10:58:00,2000,A47422,A86233,False
82d8ed36,ATM_0197,2024-01-29 11:36:00,500,A33556,A65076,False
abc02926,ATM_0066,2024-02-04 22:21:00,10000,A58399,A61659,False
cb703d30,ATM_0030,2024-02-12 14:17:00,2000,A14045,A36711,False
03397c6c,ATM_0111,2024-01-12 06:27:00,1000,A14939,A36908,False
0c035929,ATM_0052,2024-01-18 23:59:00,1000,A93043,A95055,False
b8f29332,ATM_0032,2024-02-02 02:38:00,1000,A28393,A58548,False
3e8e2167,ATM_0161,2024-01-27 04:55:00,2000,A43919,A41647,False
ed86d0dd,ATM_0163,2024-02-09 04:20:00,5000,A22572,A29591,False
b49d2e61,ATM_0082,2024-02-08 14:37:00,2000,A82948,A57744,False
2c6ff526,ATM_0093,2024-02-20 02:21:00,5000,A78880,A38264,False
d6942dd2,ATM_0145,2024-01-08 10:56:00,1000,A23064,A41726,False
ba6ada12,ATM_0080,2024-02-19 15:27:00,2000,A87426,A79919,False
eaf18972,ATM_0060,2024-02-21 03:05:00,5000,A86945,A39800,False
a8aaee17,ATM_0109,2024-01-12 18:43:00,500,A96938,A90527,False
3e405be4,ATM_0088,2024-02-29 23:41:00,500,A92758,A85527,False
e80fc19f,ATM_0161,2024-02-19 22:27:00,500,A72455,A18328,False
60f24bba,ATM_0044,2024-02-28 06:23:00,500,A23213,A39107,False
f35cf25e,ATM_0022,2024-01-20 02:12:00,500,A43377,A11021,False
dd04a726,ATM_0026,2024-02-19 06:08:00,1000,A61203,A10387,False
ced70912,ATM_0060,2024-02-26 12:17:00,1000,A53770,A27009,False
3731c44f,ATM_0199,2024-01-19 09:28:00,500,A99761,A64747,False
7b335329,ATM_0153,2024-02-03 08:08:00,10000,A97959,A83285,False
adf68bda,ATM_0068,2024-01-08 16:15:00,500,A49879,A93359,False
773413fc,ATM_0196,2024-01-02 21:51:00,1000,A93814,A47645,False
c2061d7f,ATM_0025,2024-01-17 11:23:00,10000,A13321,A43423,False
71565a71,ATM_0125,2024-01-02 21:58:00,2000,A76844,A32985,False
bc6569bf,ATM_0060,2024-01-24 13:15:00,5000,A69454,A83771,False
1704883e,ATM_0165,2024-02-18 00:10:00,500,A18706,A27737,False
e18631f5,ATM_0047,2024-02-22 07:20:00,2000,A54482,A22818,False
0e45de56,ATM_0175,2024-01-15 02:09:00,2000,A61272,A56585,False
3c710523,ATM_0192,2024-01-04 11:25:00,5000,A52776,A51939,False
666ef0c5,ATM_0084,2024-01-16 00:48:00,500,A86230,A35119,False
a9dddfbc,ATM_0194,2024-02-12 02:49:00,2000,A90258,A12665,False
e2f29d10,ATM_0051,2024-01-16 00:26:00,5000,A84971,A31446,False
65738928,ATM_0124,2024-02-22 20:18:00,5000,A91655,A49015,False
7e97d609,ATM_0109,2024-02-29 03:15:00,1000,A60005,A51857,False
8e85fc82,ATM_0049,2024-01-01 06:41:00,5000,A67871,A74847,False
910a4b71,ATM_0153,2024-01-04 08:13:00,1000,A81358,A68601,False
fc2027cd,ATM_0065,2024-02-22 08:27:00,1000,A93130,A62545,False
de874b7c,ATM_0041,2024-01-19 02:21:00,1000,A97727,A76790,False
3bd474c2,ATM_0090,2024-02-16 22:34:00,5000,A11966,A88501,False
6228656d,ATM_0133,2024-02-19 08:51:00,500,A85818,A24032,False
8c4cc4e3,ATM_0193,2024-01-21 07:43:00,500,A61721,A10246,False
515437e9,ATM_0184,2024-02-02 03:51:00,5000,A35663,A71932,False
ddba8354,ATM_0031,2024-01-13 19:22:00,1000,A86861,A91360,False
a2124279,ATM_0113,2024-02-28 15:06:00,1000,A89492,A55003,False
cbfeedf6,ATM_0172,2024-02-25 05:58:00,10000,A73742,A79414,False
dd64de71,ATM_0125,2024-02-23 03:24:00,1000,A59643,A19466,False
5ad1c3d3,ATM_0066,2024-01-27 12:11:00,1000,A59373,A34106,False
658f65ed,ATM_0005,2024-02-18 13:17:00,5000,A33681,A59199,False
645516dc,ATM_0103,2024-02-09 16:10:00,5000,A15286,A41867,False
fe6908b5,ATM_0098,2024-01-27 01:00:00,2000,A20192,A84858,False
3fd424f8,ATM_0073,2024-02-01 22:19:00,5000,A50941,A30517,False
6353f256,ATM_0041,2024-02-06 20:03:00,5000,A73825,A35734,False
993c4f8f,ATM_0017,2024-02-22 17:45:00,1000,A81099,A77546,False
9eb0b7e4,ATM_0091,2024-02-18 03:11:00,5000,A75833,A45095,False
ea40d27b,ATM_0009,2024-02-23 02:02:00,5000,A89917,A44748,False
70ab81da,ATM_0141,2024-01-11 03:18:00,10000,A47083,A47331,False
5c9f9079,ATM_0095,2024-01-26 15:23:00,2000,A29543,A54382,False
013f0a2c,ATM_0078,2024-01-23 23:20:00,1000,A22859,A50266,False
7cc2c684,ATM_0092,2024-01-21 19:11:00,5000,A39746,A98389,False
d8bb1878,ATM_0006,2024-02-04 21:26:00,1000,A11708,A57996,False
f8694103,ATM_0199,2024-01-06 06:11:00,10000,A42768,A63156,False
fd193592,ATM_0163,2024-02-09 08:16:00,500,A94163,A93595,False
c1ac5f7d,ATM_0023,2024-01-18 10:09:00,5000,A83344,A22160,False
7959d5a7,ATM_0068,2024-02-18 14:20:00,1000,A22763,A13628,False
f4dc654e,ATM_0129,2024-01-17 03:10:00,500,A52465,A25391,False
dd9281e2,ATM_0032,2024-02-22 14:04:00,2000,A96179,A28401,False
5a07b8f5,ATM_0174,2024-02-27 17:57:00,1000,A82004,A71444,False
24b0a92f,ATM_0194,2024-02-19 20:21:00,10000,A51392,A93562,False
47ae76fb,ATM_0117,2024-01-15 21:16:00,10000,A40348,A69841,False
9c9387ed,ATM_0121,2024-02-02 04:43:00,500,A71577,A83121,False
9412c731,ATM_0002,2024-02-29 09:11:00,5000,A79261,A69733,False
9e0aad10,ATM_0162,2024-01-26 19:18:00,2000,A38341,A40381,False
6092e89c,ATM_0190,2024-01-22 11:57:00,1000,A35235,A59474,False
0e630502,ATM_0176,2024-02-20 10:09:00,1000,A38611,A29969,False
774e7c1e,ATM_0082,2024-02-16 05:02:00,500,A92399,A82681,False
e44b4d92,ATM_0120,2024-02-21 15:59:00,500,A47890,A36734,False
604f92d4,ATM_0032,2024-02-22 17:58:00,500,A57712,A93659,False
8b79cc04,ATM_0096,2024-01-11 03:08:00,1000,A92087,A36020,False
28f1e42a,ATM_0013,2024-02-10 13:33:00,2000,A10572,A48691,False
1918874e,ATM_0135,2024-01-26 21:29:00,2000,A51045,A27507,False
50f1832c,ATM_0013,2024-01-13 20:21:00,5000,A21504,A38732,False
95d806c4,ATM_0073,2024-01-19 15:01:00,5000,A15446,A84557,False
0df6d9aa,ATM_0109,2024-01-25 00:01:00,1000,A72810,A10197,False
866982a1,ATM_0077,2024-01-09 06:51:00,500,A91024,A78072,False
87923575,ATM_0192,2024-01-18 22:27:00,5000,A50553,A95049,False
71b33815,ATM_0056,2024-02-07 01:40:00,2000,A49122,A75083,False
37ffa518,ATM_0102,2024-01-16 07:54:00,2000,A10320,A63103,False
859f1fd8,ATM_0120,2024-02-15 16:56:00,500,A74663,A83004,False
e22f0aaf,ATM_0102,2024-01-27 19:17:00,1000,A40699,A22082,False
9e85f5c0,ATM_0116,2024-01-06 17:50:00,500,A73740,A67481,False
3119640b,ATM_0136,2024-02-22 17:44:00,500,A78596,A48454,False
96828533,ATM_0180,2024-01-18 03:23:00,2000,A63848,A31173,False
e9ac9bf3,ATM_0088,2024-01-31 23:08:00,1000,A95538,A35900,False
c24833ad,ATM_0058,2024-01-10 22:25:00,1000,A50782,A14694,False
f9f57a81,ATM_0097,2024-02-07 02:04:00,500,A48739,A55555,False
f1ed53e6,ATM_0138,2024-01-29 05:34:00,5000,A23759,A31055,False
d05f4d6f,ATM_0061,2024-01-03 13:35:00,1000,A33462,A34476,False
95eda6e4,ATM_0129,2024-02-18 22:47:00,500,A41328,A89331,False
c7b92e53,ATM_0097,2024-02-05 02:52:00,1000,A41137,A90914,False
2a2abbb3,ATM_0023,2024-01-01 02:13:00,5000,A86379,A38726,False
40beea2f,ATM_0126,2024-01-08 14:57:00,10000,A23855,A30224,False
ed86a2ae,ATM_0027,2024-01-24 03:39:00,1000,A10738,A10589,False
2da66d2e,ATM_0160,2024-02-07 05:22:00,1000,A16183,A87997,False
0f91b552,ATM_0010,2024-02-27 00:39:00,500,A98721,A25604,False
8a7e7cc2,ATM_0002,2024-01-13 05:37:00,1000,A85280,A51803,False
129791aa,ATM_0012,2024-01-17 22:29:00,1000,A14126,A60055,False
e4d2ef8f,ATM_0121,2024-01-23 16:29:00,2000,A82102,A71229,False
21d4186e,ATM_0069,2024-02-15 19:44:00,500,A83664,A22105,False
3909d803,ATM_0040,2024-02-09 23:46:00,2000,A79495,A37228,False
cc186214,ATM_0162,2024-02-13 00:02:00,500,A55867,A50200,False
f080a82a,ATM_0085,2024-02-13 22:51:00,5000,A63599,A18257,False
39047da0,ATM_0115,2024-01-06 03:58:00,500,A41629,A27287,False
3f5517e3,ATM_0125,2024-01-25 02:50:00,500,A66518,A91205,False
a8e4c3a1,ATM_0167,2024-02-20 05:03:00,2000,A20052,A65943,False
f88f4831,ATM_0064,2024-01-05 21:52:00,1000,A20749,A17884,False
102f0ceb,ATM_0186,2024-02-14 23:44:00,5000,A36346,A49749,False
f02c9968,ATM_0182,2024-02-16 08:28:00,1000,A26966,A74569,False
7413f9d0,ATM_0182,2024-02-12 12:52:00,1000,A64336,A68534,False
ff159981,ATM_0073,2024-02-17 05:52:00,500,A93764,A81441,False
4b8b0da6,ATM_0018,2024-01-04 09:35:00,500,A99804,A21273,False
55dedb8a,ATM_0036,2024-02-22 11:19:00,500,A32286,A23803,False
d343e3ae,ATM_0068,2024-01-30 21:16:00,2000,A96954,A46543,False
61ffe476,ATM_0059,2024-01-12 02:44:00,500,A95684,A23270,False
0cf3cd8f,ATM_0068,2024-01-07 16:48:00,500,A33333,A35893,False
ea1ecf3f,ATM_0143,2024-02-03 23:11:00,2000,A18568,A45804,False
91539a79,ATM_0085,2024-02-08 16:49:00,2000,A23460,A80802,False
3a4d52e9,ATM_0132,2024-02-28 05:43:00,1000,A63545,A79482,False
5a9569de,ATM_0042,2024-01-29 00:50:00,2000,A25757,A90258,True
05388aa0,ATM_0163,2024-01-05 21:59:00,2000,A89237,A94627,False
f1f5aba0,ATM_0199,2024-01-05 07:30:00,2000,A82395,A99425,False
7bd8db04,ATM_0024,2024-01-23 19:29:00,1000,A96882,A85411,False
b81de579,ATM_0167,2024-02-13 23:10:00,1000,A56096,A98460,False
a50523c2,ATM_0140,2024-01-21 23:58:00,1000,A39592,A90263,False
2a992ae1,ATM_0076,2024-01-19 00:27:00,5000,A36271,A77781,False
1bb6b2c4,ATM_0136,2024-01-07 23:29:00,1000,A31621,A97185,False
62fc28f5,ATM_0162,2024-01-05 23:44:00,2000,A62104,A49776,False
9001131f,ATM_0031,2024-02-11 15:18:00,500,A87513,A31863,False
f2e66cdd,ATM_0053,2024-02-01 15:04:00,500,A28500,A65276,False
d9a98239,ATM_0106,2024-02-25 18:52:00,1000,A64285,A76528,False
d1fb730f,ATM_0156,2024-02-27 20:51:00,1000,A17648,A37899,False
bd2e48d9,ATM_0011,2024-02-18 22:55:00,500,A71609,A17406,False
e24c95d2,ATM_0051,2024-01-03 17:46:00,2000,A78391,A42804,False
6771b05f,ATM_0108,2024-02-10 15:28:00,2000,A62681,A79207,False
e736246f,ATM_0045,2024-02-18 08:14:00,2000,A30271,A19509,False
91b64a4b,ATM_0191,2024-01-29 23:44:00,500,A51037,A56598,False
79d3518d,ATM_0131,2024-01-28 16:41:00,5000,A69913,A31677,False
b7557c17,ATM_0164,2024-01-25 22:39:00,2000,A75990,A36165,False
811137ab,ATM_0124,2024-02-17 20:39:00,500,A17788,A62397,False
bd514da5,ATM_0077,2024-01-08 07:37:00,1000,A27964,A47921,False
9cf9850d,ATM_0050,2024-02-18 21:50:00,500,A71785,A63947,False
a7808f3c,ATM_0028,2024-01-14 14:18:00,1000,A63527,A54760,False
e4f83b63,ATM_0025,2024-02-18 21:39:00,500,A51123,A35423,False
edd484ad,ATM_0198,2024-02-02 12:19:00,10000,A35744,A83522,False
af365bba,ATM_0065,2024-02-18 19:59:00,500,A62264,A45943,False
bb8c11e3,ATM_0106,2024-02-06 13:30:00,10000,A44429,A29781,False
504d7b6c,ATM_0173,2024-01-21 17:34:00,2000,A42780,A94937,False
4ac2fcc9,ATM_0093,2024-02-20 09:25:00,1000,A30010,A55152,False
e7412dbc,ATM_0120,2024-02-11 13:00:00,2000,A76851,A12259,False
7f0e0dd3,ATM_0032,2024-01-20 03:42:00,1000,A87182,A68694,False
4a8f90dc,ATM_0181,2024-01-13 19:30:00,2000,A40124,A57125,False
79a36b34,ATM_0045,2024-02-13 08:14:00,2000,A47853,A30939,False
66ddf6b2,ATM_0065,2024-02-22 00:37:00,500,A20342,A96357,False
06d9de31,ATM_0085,2024-02-10 00:00:00,2000,A12495,A77132,False
383a591e,ATM_0164,2024-01-30 05:47:00,500,A29403,A12337,False
9c2101a3,ATM_0146,2024-02-17 06:22:00,1000,A47986,A13309,False
65bf20da,ATM_0057,2024-02-05 08:53:00,500,A25275,A92002,False
8732b600,ATM_0068,2024-01-28 20:39:00,1000,A15732,A37969,False
90994609,ATM_0037,2024-02-02 20:16:00,2000,A40561,A85215,False
185df167,ATM_0178,2024-02-12 20:53:00,500,A45197,A71678,False
13e5d690,ATM_0029,2024-02-16 21:48:00,1000,A92893,A66672,False
8c2e2205,ATM_0133,2024-01-19 00:39:00,5000,A26718,A44162,True
b90d92ee,ATM_0005,2024-01-30 01:34:00,1000,A19053,A72450,False
f1ba5c1b,ATM_0033,2024-01-07 19:56:00,500,A45550,A64848,False
861877b7,ATM_0134,2024-02-13 12:14:00,2000,A82875,A35270,False
a011a5a2,ATM_0115,2024-02-17 06:57:00,1000,A15453,A22080,False
f9726507,ATM_0190,2024-01-25 02:02:00,2000,A84127,A19662,False
a860511d,ATM_0058,2024-02-12 01:54:00,5000,A21854,A70459,False
82c61733,ATM_0021,2024-02-07 21:16:00,1000,A42119,A50326,False
3fe17c7c,ATM_0184,2024-01-03 12:52:00,500,A91640,A61068,False
16478682,ATM_0145,2024-02-22 15:40:00,2000,A63036,A38503,False
61a5d980,ATM_0107,2024-02-29 12:15:00,2000,A75173,A22307,False
3490bc8f,ATM_0092,2024-02-27 23:07:00,1000,A36130,A60243,False
022b12e2,ATM_0068,2024-01-12 16:29:00,5000,A70118,A66616,False
0161d99a,ATM_0141,2024-02-22 20:10:00,1000,A13332,A95536,False
2788455b,ATM_0104,2024-02-26 17:47:00,2000,A89575,A69284,False
ba63ed0e,ATM_0173,2024-02-23 03:53:00,1000,A84210,A16838,False
81a88658,ATM_0146,2024-01-18 05:40:00,500,A17514,A43449,False
c3623862,ATM_0031,2024-01-28 03:06:00,500,A53436,A66511,False
8b57a415,ATM_0019,2024-01-04 11:10:00,500,A12632,A41061,False
aaf3e8cc,ATM_0094,2024-02-17 01:31:00,2000,A49314,A96139,False
a65bc267,ATM_0069,2024-01-23 10:45:00,2000,A64195,A55463,False
2079775d,ATM_0038,2024-01-18 21:57:00,1000,A93146,A50964,False
0561a39d,ATM_0025,2024-01-23 02:59:00,500,A54034,A21662,False
ad13b65c,ATM_0081,2024-02-11 02:42:00,10000,A30292,A73136,False
02d2fde8,ATM_0193,2024-01-19 07:10:00,500,A42320,A26458,False
b91bfe96,ATM_0043,2024-02-04 14:13:00,500,A34055,A80918,False
96fa588c,ATM_0145,2024-01-02 11:47:00,500,A27795,A46113,False
51ba8e5e,ATM_0072,2024-01-14 23:26:00,1000,A78925,A55899,False
94cc32cd,ATM_0192,2024-01-14 15:09:00,1000,A47871,A15067,False
5b8b2099,ATM_0072,2024-01-14 10:02:00,1000,A60444,A78582,False
b2f33959,ATM_0117,2024-01-31 14:41:00,500,A33851,A75960,False
391bde45,ATM_0123,2024-02-15 00:11:00,500,A83594,A38516,False
2be32ee2,ATM_0122,2024-02-23 12:38:00,1000,A49886,A86417,False
79026dcc,ATM_0006,2024-01-30 01:18:00,1000,A15843,A50606,False
d39b185e,ATM_0099,2024-02-26 20:56:00,500,A35005,A80401,False
8e6093a7,ATM_0009,2024-01-31 10:50:00,2000,A92453,A61723,False
0a6d2398,ATM_0126,2024-01-30 04:53:00,5000,A60047,A11603,False
298bf676,ATM_0198,2024-01-04 01:32:00,1000,A57352,A47836,False
94de57fb,ATM_0131,2024-01-10 05:22:00,2000,A83375,A48571,False
788bd6b4,ATM_0169,2024-01-16 18:41:00,5000,A16869,A32170,False
784b1078,ATM_0105,2024-01-30 01:57:00,1000,A20130,A87030,False
b30b166d,ATM_0061,2024-01-05 17:09:00,1000,A30457,A80397,False
4a75d83a,ATM_0165,2024-01-27 13:19:00,500,A30647,A78950,True
514f214f,ATM_0052,2024-01-14 22:38:00,1000,A46587,A77223,False
7e193886,ATM_0084,2024-01-19 22:29:00,1000,A40416,A61633,False
168b4393,ATM_0027,2024-02-08 08:18:00,1000,A13260,A62882,False
3bdd2c97,ATM_0104,2024-02-05 14:35:00,500,A26762,A41679,False
995ede63,ATM_0041,2024-02-04 17:01:00,500,A23872,A18844,False
19a2c60f,ATM_0176,2024-02-26 00:18:00,1000,A11269,A92205,False
61fd3840,ATM_0193,2024-01-12 21:58:00,500,A49732,A14086,False
c281f0ec,ATM_0084,2024-01-24 18:45:00,1000,A65787,A75714,False
db94f928,ATM_0060,2024-02-17 10:52:00,500,A72707,A46284,False
e4943e85,ATM_0143,2024-02-06 00:18:00,1000,A35366,A64065,False
d7a19cc9,ATM_0063,2024-01-15 23:02:00,500,A93185,A79864,False
66f6448d,ATM_0086,2024-01-28 06:07:00,1000,A36548,A42985,False
3f0ed1d4,ATM_0187,2024-01-26 03:41:00,1000,A79884,A13969,False
206b3ec6,ATM_0101,2024-01-16 08:06:00,2000,A53663,A90760,False
d4cd7dce,ATM_0078,2024-01-28 03:20:00,1000,A92030,A74300,False
3b9a923e,ATM_0183,2024-01-15 20:27:00,1000,A70582,A37904,False
c2841ed0,ATM_0114,2024-02-23 17:23:00,2000,A85476,A12167,True
465e72ec,ATM_0196,2024-02-01 21:02:00,500,A26764,A59850,True
1af5cd60,ATM_0052,2024-02-05 03:42:00,2000,A74580,A75561,False
de291943,ATM_0178,2024-02-09 17:08:00,500,A73522,A28246,False
a3d05e4e,ATM_0156,2024-02-02 19:03:00,10000,A81031,A26984,False
0afc1af5,ATM_0081,2024-01-31 12:10:00,1000,A27277,A50309,False
3ce3593f,ATM_0045,2024-01-27 14:23:00,500,A53569,A12349,False
221eb0fb,ATM_0075,2024-01-15 20:48:00,500,A77345,A15917,False
6e4eb986,ATM_0193,2024-01-02 14:15:00,500,A24491,A33005,False
0d587d76,ATM_0023,2024-01-09 18:47:00,500,A43668,A28852,False
61d9c95a,ATM_0053,2024-01-31 00:42:00,1000,A11419,A83810,False
bdab4523,ATM_0030,2024-02-12 00:21:00,2000,A19561,A68235,False
a6ac19a7,ATM_0028,2024-02-19 15:16:00,5000,A59377,A82026,False
9b80677f,ATM_0179,2024-02-06 13:59:00,1000,A97665,A60949,False
02520078,ATM_0097,2024-01-02 02:27:00,1000,A24781,A83526,False
40c7519f,ATM_0089,2024-02-23 10:05:00,2000,A15959,A49747,False
3487e24a,ATM_0172,2024-01-28 03:23:00,5000,A89064,A10961,False
2a43c545,ATM_0151,2024-01-19 00:45:00,5000,A57049,A11574,False
3f0bd7e5,ATM_0197,2024-02-07 09:09:00,500,A46416,A54695,False
54bb7ba6,ATM_0027,2024-02-26 04:36:00,5000,A76311,A55797,False
38d82041,ATM_0087,2024-01-03 21:18:00,500,A33799,A65277,False
cea88130,ATM_0100,2024-02-08 14:50:00,10000,A57824,A60463,False
f8d37ade,ATM_0099,2024-01-18 05:10:00,5000,A24443,A62833,False
358fa1d9,ATM_0189,2024-01-12 14:50:00,500,A63176,A18263,False
f5dc8ab6,ATM_0163,2024-01-01 15:07:00,500,A50309,A69617,False
efe7f873,ATM_0042,2024-01-02 10:13:00,1000,A70342,A89815,False
fee7671c,ATM_0042,2024-01-25 11:01:00,5000,A66883,A70918,True
7e9ede60,ATM_0117,2024-02-09 00:24:00,500,A39419,A35302,False
be1c985b,ATM_0099,2024-01-12 07:58:00,500,A87994,A60432,False
80255075,ATM_0032,2024-01-14 10:36:00,500,A28926,A28447,True
51d5051c,ATM_0078,2024-02-03 22:13:00,500,A79179,A94406,False
f694bdb7,ATM_0149,2024-02-14 21:39:00,2000,A26985,A37894,False
96eae776,ATM_0156,2024-02-01 08:01:00,5000,A52958,A72675,False
67311fed,ATM_0187,2024-02-10 13:20:00,1000,A17867,A21944,False
ead9131d,ATM_0063,2024-02-09 01:01:00,1000,A95072,A61341,False
2af304a1,ATM_0093,2024-02-24 19:49:00,2000,A78022,A54346,False
f587f0c9,ATM_0021,2024-02-19 13:56:00,500,A23883,A90387,False
26f1634b,ATM_0164,2024-01-14 11:13:00,1000,A74927,A80423,False
a8355685,ATM_0048,2024-02-26 00:09:00,500,A79811,A86735,False
c3dc7201,ATM_0172,2024-02-07 02:21:00,2000,A33710,A84543,False
226089a2,ATM_0171,2024-01-17 00:17:00,1000,A81341,A48015,False
64c03bad,ATM_0074,2024-02-04 16:14:00,500,A47454,A94295,False
1ce9d5eb,ATM_0179,2024-02-10 04:04:00,1000,A44039,A86715,False
c0cb9ae2,ATM_0062,2024-01-15 02:49:00,2000,A58718,A21279,False
3b5826fa,ATM_0022,2024-01-13 23:02:00,500,A80214,A31449,False
ef98599a,ATM_0174,2024-01-17 19:59:00,5000,A15924,A44199,False
eb20eba0,ATM_0037,2024-01-17 09:54:00,500,A56067,A76260,False
321825b0,ATM_0041,2024-01-20 19:30:00,2000,A93030,A61035,False
49116fd3,ATM_0070,2024-01-03 18:11:00,500,A43040,A91543,False
0545529e,ATM_0063,2024-02-25 01:31:00,2000,A97956,A78852,False
452005b5,ATM_0003,2024-01-16 23:14:00,1000,A48906,A59304,False
dc53f567,ATM_0047,2024-02-14 14:44:00,2000,A46101,A65183,False
6cc144f1,ATM_0158,2024-02-14 09:15:00,2000,A67114,A36553,False
98e27379,ATM_0027,2024-01-01 17:24:00,5000,A78392,A43144,False
6f05b61e,ATM_0038,2024-02-21 15:09:00,1000,A82466,A47442,False
067fe7c6,ATM_0147,2024-01-16 23:25:00,5000,A18984,A87313,False
90b2919d,ATM_0123,2024-01-16 23:42:00,1000,A86736,A60620,False
d0db7556,ATM_0119,2024-01-04 18:40:00,1000,A38672,A13105,False
ee2c8645,ATM_0053,2024-02-08 16:13:00,1000,A95958,A35139,False
6cb3001c,ATM_0150,2024-02-14 07:40:00,10000,A63765,A75175,False
e78001b7,ATM_0151,2024-02-19 08:58:00,2000,A88511,A30679,False
518852a5,ATM_0046,2024-02-21 18:40:00,1000,A12217,A72423,True
070e7935,ATM_0098,2024-02-29 08:16:00,1000,A97027,A14200,False
747e28df,ATM_0106,2024-01-17 18:28:00,1000,A98752,A94670,False
da23be72,ATM_0116,2024-02-22 08:08:00,5000,A97888,A43607,False
deb72ec6,ATM_0190,2024-01-27 22:00:00,5000,A68979,A68471,False
f0ac16a4,ATM_0043,2024-02-14 00:17:00,5000,A10935,A31047,False
3ab83062,ATM_0151,2024-01-20 00:25:00,2000,A38202,A48773,False
2ba893d5,ATM_0032,2024-01-17 04:26:00,1000,A54801,A97514,True
09a3166d,ATM_0040,2024-02-24 20:00:00,500,A27751,A39812,False
f7c323ff,ATM_0170,2024-02-13 02:35:00,1000,A31142,A29168,False
96bfbec6,ATM_0080,2024-01-25 14:38:00,1000,A20558,A78399,False
42b3dbe5,ATM_0125,2024-01-03 23:16:00,2000,A92415,A23047,False
29f34fe5,ATM_0191,2024-01-13 04:58:00,500,A80411,A58947,False
29c7a458,ATM_0022,2024-02-14 05:05:00,500,A72186,A26808,False
134587c4,ATM_0059,2024-02-12 02:04:00,500,A26067,A96909,False
c629a932,ATM_0150,2024-01-07 23:54:00,500,A69441,A75882,False
943994eb,ATM_0180,2024-02-28 08:54:00,2000,A33503,A23320,False
c078bb18,ATM_0105,2024-02-21 07:12:00,2000,A88785,A82000,False
e8a610de,ATM_0007,2024-01-28 16:25:00,2000,A34570,A13696,False
15d10156,ATM_0009,2024-01-05 21:37:00,500,A23635,A95390,False
154a3fde,ATM_0163,2024-01-14 07:02:00,500,A86217,A12823,False
1ea9d824,ATM_0047,2024-01-21 06:23:00,1000,A36633,A71160,True
ef781a0c,ATM_0174,2024-02-21 20:45:00,2000,A78510,A82485,False
752e7658,ATM_0124,2024-01-11 12:59:00,500,A13928,A37438,False
30e1aa9b,ATM_0180,2024-02-11 17:22:00,2000,A59843,A31153,False
648a343e,ATM_0033,2024-02-26 00:58:00,2000,A75430,A93166,False
b8aeb1c7,ATM_0190,2024-01-14 11:42:00,500,A30910,A52093,False
0742ae8a,ATM_0131,2024-02-28 10:04:00,500,A27198,A34189,False
10993233,ATM_0153,2024-02-09 07:14:00,2000,A62940,A33534,False
34231efe,ATM_0187,2024-01-04 09:21:00,1000,A29159,A34285,False
39444818,ATM_0161,2024-01-25 15:03:00,1000,A35634,A97166,False
8a8f6a47,ATM_0133,2024-02-29 14:36:00,5000,A93769,A31007,False
4e567a3b,ATM_0071,2024-01-14 01:55:00,1000,A14216,A80187,False
7c477566,ATM_0162,2024-02-22 06:34:00,500,A37237,A86706,False
cd6fadca,ATM_0043,2024-02-25 13:48:00,2000,A44742,A55880,False
8cf9c841,ATM_0141,2024-02-12 10:25:00,1000,A42722,A74753,False
ee1a116d,ATM_0058,2024-02-15 15:45:00,2000,A30789,A90789,False
ec2218ec,ATM_0085,2024-01-10 15:27:00,500,A86491,A63126,False
c556b66b,ATM_0064,2024-01-26 12:38:00,1000,A43458,A46679,False
bd23431b,ATM_0196,2024-01-03 22:39:00,500,A42511,A12930,False
2becebaf,ATM_0057,2024-02-29 20:49:00,5000,A45180,A53596,False
ac21a6b4,ATM_0199,2024-01-29 22:49:00,500,A48813,A52264,False
f7c4cf86,ATM_0109,2024-02-06 22:14:00,5000,A15236,A10157,False
f69bd9cf,ATM_0160,2024-02-20 12:24:00,500,A92808,A31328,False
ff28ddb8,ATM_0129,2024-01-25 01:42:00,500,A52237,A88970,False
429af67c,ATM_0095,2024-01-24 22:12:00,2000,A92949,A16488,False
21975862,ATM_0078,2024-02-23 02:37:00,5000,A90650,A87107,False
408ae0c3,ATM_0098,2024-02-23 09:30:00,5000,A23711,A95057,False
